id,usuario_id,descripcion,valor,categoria
4397,1972,pintura habitacion,1105.22,Vivienda
4398,344,combustiblw shell,42.91,Vivienda
4399,1875,fac cuota prestamo auto,745.35,Deudas
4400,524,servicio de agua aysa,192.1,Ocio
4401,129,factura luz edesur,80.48,Servicios
4402,1159,medicamentos recetados,208.77,Salud
4403,2705,servicio de qgua aysa,144.54,Servicios
4404,2786,movimiento: pago de intereses,447.15,Educacion
4405,2987,cuota universidad,507.31,Educacion
4406,2119,compra supermercado dia,279.81,Alimentacion
4407,2321,compra supermercado coto,315.39,Alimentacion
4408,1211,reparacion electrica,586.46,Vivienda
4409,1027,viaje cabify,25.67,Transporte
4410,1309,fac factura luz edesur,48.83,Servicios
4411,22,wstudios clinicos,142.65,Salud
4412,166,expensas del edificio,1071.84,Vivienda
4413,1334,fondo comun de inversion,693.62,Ahorros
4414,2923,combustible shell,59.5,Transporte
4415,1501,pago de cuota prestamo auto,609.7,Deudas
4416,498,supermercado coto,135.78,Alimentacion
4417,434,consulta medica de control,219.34,Salud
4418,2806,reparacion de cerradura,1085.57,Vivienda
4419,2282,cerveceria artesanal,61.6,Servicios
4420,837,supermercado carrefour,147.28,Alimentacion
4421,1694,fac pago de intereses,700.87,Deudas
4422,663,combustiblw shell,33.32,Ocio
4423,725,cuota jardin de infantes,710.25,Ahorros
4424,376,pago de entradas recital,135.2,Ocio
4425,2778,cuota prestamo banco,913.34,Deudas
4426,303,optica lentes,68.01,Salud
4427,2453,fac plazo fijo,349.39,Ahorros
4428,1687,cuota universidad,349.86,Educacion
4429,708,cuota prestamo auto,496.29,Alimentacion
4430,917,servicio de plomeria,1083.27,Vivienda
4431,2069,trqnsferencia ahorro mensual,419.87,Ahorros
4432,257,pago saldo refinanciado,922.62,Deudas
4433,399,taller de ingles,133.88,Educacion
4434,51,tarjeta optica lentes,369.47,Salud
4435,2495,supermercado carrefour,273.57,Alimentacion
4436,2875,movimiento: utiles escolares,668.21,Educacion
4437,595,cuota universidad,562.28,Educacion
4438,818,compra ferreteria,753.77,Vivienda
4439,636,pago de intereses,689.03,Deudas
4440,1073,dentistq limpieza,330.85,Ocio
4441,1653,compra dolares banco,1023.05,Ahorros
4442,1142,compra farmacia,482.86,Salud
4443,1477,reparacion electrica,334.64,Vivienda
4444,775,cerveceria artesanal,44.96,Ocio
4445,1971,compra plazo fijo,1492.03,Ahorros
4446,1665,fac taxis de la ciudad,58.16,Transporte
4447,397,taxis de la ciudad,52.67,Transporte
4448,2731,peaje autopista,59.2,Ocio
4449,2759,utiles escolares,218.68,Educacion
4450,1396,cena restaurante,114.64,Vivienda
4451,1121,consulta medica de control,380.76,Salud
4452,529,movimiento: optica lentes,48.63,Salud
4453,685,carga sube,77.3,Transporte
4454,2661,juegos de consolq,58.87,Ocio
4455,2234,fac verduleria de la esquina,89.0,Alimentacion
4456,2744,inversion en acciones,914.12,Ahorros
4457,2263,reparacion electrica,783.09,Vivienda
4458,2264,combustible ypf,19.29,Transporte
4459,2077,compra cafeteria,25.77,Ocio
4460,102,cuota jardin de infantes,156.96,Educacion
4461,123,estudios clinicos,57.49,Salud
4462,2102,pago de analisis de sangre,82.37,Salud
4463,1307,compra libros de texto,135.81,Educacion
4464,1638,servicio de plomeria,527.31,Ocio
4465,1141,cuota universidad,374.9,Educacion
4466,616,colectivo linea 60,65.15,Transporte
4467,557,tarjeta verduleria de la esquina,264.23,Alimentacion
4468,114,utiles escolares,724.34,Salud
4469,2903,movimiento: verduleria de la esquina,260.34,Alimentacion
4470,1567,estudios clinicos,497.2,Salud
4471,2724,cuota prestamo auto,606.24,Deudas
4472,977,fac cuota prestamo auto,453.64,Deudas
4473,701,inversion en acciones,145.84,Ahorros
4474,1317,tarjeta compra panaderia,159.77,Alimentacion
4475,2340,reparacion de cerradura,398.65,Vivienda
4476,261,suscripcion spotify,113.93,Ocio
4477,2612,impuestos municipales,85.21,Servicios
4478,2097,compra utiles escolares,440.1,Educacion
4479,1030,pago de impuestos municipales,98.16,Servicios
4480,379,pago tarjeta de credito,378.98,Deudas
4481,1910,suscripcion netflix,79.24,Ocio
4482,2272,pinturq habitacion,763.48,Vivienda
4483,1047,almacen san martin,209.88,Ocio
4484,1008,compra taller de ingles,138.23,Educacion
4485,2705,compra ferreteria,1033.25,Vivienda
4486,110,cuota universidad,627.09,Educacion
4487,2772,reparacion electrica,928.71,Vivienda
4488,2601,inversion en acciones,211.57,Ahorros
4489,1423,estudios clinicos,341.36,Salud
4490,1006,compra dentista limpieza,199.62,Salud
4491,698,fac abono internet fibertel,166.72,Servicios
4492,2774,compra combustible shell,54.69,Transporte
4493,306,plazo fijo,1499.16,Ahorros
4494,1606,fac pago de intereses,527.6,Deudas
4495,1732,juegos de consola,78.52,Ocio
4496,959,comprq dolares banco,1240.44,Ahorros
4497,954,consulta medica de control,335.92,Transporte
4498,1175,pago alquiler mensual,360.9,Vivienda
4499,2669,pago de factura gas metrogas,66.39,Deudas
4500,2678,compra panaderia,142.7,Alimentacion
4501,2925,comprq compra supermercado dia,57.11,Alimentacion
4502,1631,verduleria y fruteria,360.59,Alimentacion
4503,1792,cuota prestamo auto,196.87,Deudas
4504,2604,compra cafeteria,99.06,Ocio
4505,1972,comprq farmacia,198.79,Salud
4506,67,factura gas metrogas,130.31,Servicios
4507,1180,cena restaurante,118.19,Ocio
4508,835,matricula del colegio,609.8,Educacion
4509,206,optica lentes,173.39,Salud
4510,2834,reparacion electrica,828.21,Ocio
4511,155,almacen san martin,322.24,Alimentacion
4512,1715,movimiento: plazo fijo,305.9,Ahorros
4513,1533,compra libros de texto,784.72,Educacion
4514,1596,viaje uber,30.26,Transporte
4515,2046,fondo comun de inversion,1357.18,Ahorros
4516,2831,abono telefonia movil,106.57,Servicios
4517,1491,pago de intereses,309.65,Ahorros
4518,2633,compra farmacia,466.82,Salud
4519,708,compra servicio de agua aysa,143.71,Servicios
4520,1935,verduleria y fruteria,280.29,Alimentacion
4521,179,pago de salida al cine,137.89,Ocio
4522,1072,compra juegos de consola,55.13,Ocio
4523,1096,cenq restaurante,39.99,Ocio
4524,113,tarjeta dentista limpieza,122.08,Salud
4525,757,juegos de consola,116.59,Ocio
4526,897,dentista limpieza,368.19,Salud
4527,1927,plazo fijo,847.79,Ahorros
4528,2869,abono telefonia movil,165.44,Servicios
4529,159,reparacion electrica,1078.75,Vivienda
4530,786,cuota prepaga osde,214.85,Salud
4531,1804,suscripcion spotify,86.53,Ocio
4532,1840,plazo fijo,1241.75,Ahorros
4533,2299,estudios clinicos,393.95,Salud
4534,1543,movimiento: pago de intereses,741.96,Deudas
4535,113,compra cafeteria,57.61,Ocio
4536,259,compra ferreteria,541.34,Vivienda
4537,2155,curso de programacion,685.25,Ahorros
4538,575,compra farmacia,239.9,Salud
4539,1382,pqgo de combustible shell,70.32,Transporte
4540,1807,transferencia ahorro mensual,1008.11,Ahorros
4541,1223,movimiento: dentista limpieza,436.19,Salud
4542,2475,juegos de consolq,115.04,Ocio
4543,1502,taller de ingles,245.75,Educacion
4544,859,pago saldo refinanciado,647.55,Salud
4545,2966,utiles escolares,225.67,Educacion
4546,1597,pago de intereses,847.61,Deudas
4547,1562,cuota jardin de infantes,378.49,Educacion
4548,2675,cenq restaurante,62.33,Ocio
4549,2523,utiles escolares,653.74,Educacion
4550,2600,taxis de la ciudad,66.82,Ocio
4551,2392,movimiento: cerveceria artesanal,29.2,Ocio
4552,2676,servicio de qgua aysa,172.43,Servicios
4553,2184,medicamentos recetados,142.78,Salud
4554,277,optica lentes,155.14,Ocio
4555,2013,servicio de agua aysa,127.67,Servicios
4556,2079,expensas del edificio,1003.62,Vivienda
4557,247,viaje uber,73.0,Transporte
4558,411,compra plazo fijo,1007.71,Ahorros
4559,2075,inversion en qcciones,513.63,Ahorros
4560,73,juegos de consolq,26.55,Vivienda
4561,1121,peaje autopista,70.65,Transporte
4562,673,optica lentes,330.21,Salud
4563,1370,cuotq jardin de infantes,138.55,Ahorros
4564,2524,compra libros de texto,505.6,Educacion
4565,1324,compra compra dolares banco,1103.18,Ahorros
4566,287,medicamentos recetados,233.69,Salud
4567,1909,taxis de la ciudad,47.8,Transporte
4568,212,pago saldo refinanciado,881.54,Deudas
4569,401,abono telefonia movil,170.99,Servicios
4570,655,compra dolares banco,247.39,Ocio
4571,498,movimiento: medicamentos recetados,302.04,Salud
4572,2896,juegos de consola,73.94,Ocio
4573,1352,cuota universidad,476.41,Educacion
4574,98,curso de programacion,353.88,Educacion
4575,2414,pago tarjeta de credito,929.59,Deudas
4576,463,almacen san martin,140.95,Alimentacion
4577,2076,compra panaderia,134.88,Alimentacion
4578,2761,estudios clinicos,236.68,Salud
4579,273,viaje uber,37.46,Transporte
4580,2874,taxis de la ciudad,18.56,Transporte
4581,1151,colectivo lineq 60,23.3,Deudas
4582,2250,expensas comunes,759.0,Vivienda
4583,2498,almacen san martin,316.94,Transporte
4584,1112,inversion en acciones,985.2,Ahorros
4585,19,cuota jardin de infantes,776.03,Educacion
4586,1617,movimiento: tqller de ingles,775.66,Educacion
4587,1482,compra dolares banco,727.7,Ahorros
4588,2359,compra libros de texto,215.08,Educacion
4589,412,cuota prestamo banco,614.6,Deudas
4590,742,carniceria central,192.38,Alimentacion
4591,2672,fqc compras fiambreria,173.41,Alimentacion
4592,2780,servicio de plomeria,451.02,Vivienda
4593,2683,pago saldo refinanciado,182.76,Deudas
4594,2546,medicamentos recetados,352.98,Salud
4595,2292,almacen san martin,299.47,Alimentacion
4596,2738,comprq dolares banco,965.29,Salud
4597,2625,plazo fijo,1251.2,Ahorros
4598,1404,compra dolares banco,1277.93,Ahorros
4599,515,movimiento: fondo comun de inversion,525.25,Ahorros
4600,207,viaje uber,22.04,Transporte
4601,948,movimiento: pintura habitacion,1039.65,Vivienda
4602,2442,fac colectivo linea 60,72.28,Transporte
4603,1829,abono internet fibertel,100.43,Servicios
4604,2766,optica lentes,117.77,Salud
4605,1999,inversion en acciones,1147.01,Ahorros
4606,2250,impuestos municipales,146.78,Servicios
4607,2168,pago de pago saldo refinanciado,338.42,Salud
4608,1673,fac plazo fijo,997.99,Ahorros
4609,1831,cuota prestamo banco,443.62,Deudas
4610,2437,factura gas metrogas,152.99,Servicios
4611,1561,fondo comun dw inversion,916.12,Ahorros
4612,1848,verduleria de la esquina,267.56,Alimentacion
4613,2282,servicio de plomeria,1193.34,Vivienda
4614,1657,pago alquiler mensual,559.96,Vivienda
4615,602,cuota universidad,441.81,Educacion
4616,1344,pago saldo refinanciado,740.9,Deudas
4617,712,verduleria y fruteria,110.64,Alimentacion
4618,982,juegos de consola,141.85,Ocio
4619,1204,inversion en acciones,1319.11,Ahorros
4620,2905,cuota prestamo banco,269.8,Deudas
4621,1392,viaje cabify,29.59,Transporte
4622,2124,fqctura luz edesur,197.43,Servicios
4623,2697,taller de ingles,382.61,Educacion
4624,2698,combustible ypf,68.88,Transporte
4625,2544,compra supermercado dia,382.42,Alimentacion
4626,830,colectivo linea 60,58.4,Transporte
4627,2531,salida al cine,83.84,Ocio
4628,2667,pago de intereses,624.16,Deudas
4629,550,comprq farmacia,188.56,Salud
4630,646,cuota jardin de infantes,424.21,Educacion
4631,1245,peaje autopista,29.68,Transporte
4632,2550,tarjeta pago saldo refinanciado,415.1,Deudas
4633,846,reparacion de cerradura,214.56,Vivienda
4634,2101,salida al cine,23.29,Ocio
4635,450,consulta medica de control,495.61,Salud
4636,2110,cuota prestamo auto,159.39,Deudas
4637,44,pago saldo refinanciado,623.53,Deudas
4638,2868,consulta medica de control,293.12,Salud
4639,1582,inversion en acciones,845.89,Ahorros
4640,659,utiles escolares,655.57,Educacion
4641,728,inversion en acciones,1080.8,Ahorros
4642,2900,compra servicio de agua aysa,85.63,Servicios
4643,2095,estudios clinicos,469.76,Salud
4644,2868,suscripcion spotify,67.2,Ocio
4645,1048,tarjeta combustible ypf,41.49,Transporte
4646,1681,juegos de consolq,23.89,Ocio
4647,2137,matricula del colegio,672.92,Educacion
4648,1198,analisis de sangre,57.12,Salud
4649,1143,factura luz edesur,132.28,Servicios
4650,2783,servicio de plomeria,947.83,Vivienda
4651,1692,suscripcion netflix,32.21,Ocio
4652,2226,inversion en acciones,1437.8,Ahorros
4653,1856,juegos de consola,77.26,Ocio
4654,1948,reparacion electrica,557.91,Vivienda
4655,1366,tqxis de la ciudad,41.53,Transporte
4656,2949,compra dolares banco,316.41,Ahorros
4657,438,expensas comunes,1069.8,Vivienda
4658,1452,fac pintura habitacion,704.31,Vivienda
4659,426,tarjeta taxis de la ciudad,66.42,Transporte
4660,968,matricula del colegio,401.24,Educacion
4661,1405,suscripcion spotify,22.92,Ocio
4662,486,entradas recital,24.44,Ocio
4663,1756,tqrjeta optica lentes,202.41,Salud
4664,2508,inversion en acciones,514.0,Ahorros
4665,2969,factura luz edesur,151.88,Servicios
4666,1580,dentista limpieza,293.88,Salud
4667,2796,fqc expensas comunes,337.54,Vivienda
4668,1897,abono telefonia movil,101.77,Servicios
4669,51,pago tarjeta de credito,718.0,Deudas
4670,2357,cerveceria artesanal,66.31,Ocio
4671,1058,pago alquiler mensual,262.55,Vivienda
4672,1660,taxis de la ciudad,73.08,Transporte
4673,1613,pago saldo refinanciado,351.12,Ahorros
4674,1928,verduleria y fruteria,77.94,Alimentacion
4675,2683,fondo comun de inversion,1229.44,Ahorros
4676,205,pago de cuota prestamo banco,648.23,Deudas
4677,2788,medicamentos recetados,333.86,Salud
4678,1094,reparacion electrica,927.79,Vivienda
4679,533,pintura habitacion,394.83,Vivienda
4680,2156,viaje cabify,55.14,Transporte
4681,2924,compra curso de programacion,172.38,Educacion
4682,1265,cuota prepaga osde,110.14,Vivienda
4683,251,compra supermercado dia,59.73,Servicios
4684,135,colectivo linea 60,73.34,Transporte
4685,1615,factura gas metrogas,191.09,Servicios
4686,2737,verduleria y fruteria,273.82,Alimentacion
4687,407,taxis de la ciudad,58.73,Transporte
4688,102,servicio de agua aysa,48.58,Servicios
4689,1385,compras fiambreria,214.79,Alimentacion
4690,2741,abono internet fibertel,72.72,Servicios
4691,1552,cuota prestamo auto,566.83,Deudas
4692,1632,movimiento: viaje uber,47.38,Transporte
4693,1317,comprq ferreteria,771.11,Vivienda
4694,404,impuestos municipales,142.3,Ahorros
4695,814,verduleria y fruteria,55.63,Alimentacion
4696,2903,suscripcion spotify,48.26,Ocio
4697,1630,taller de ingles,185.33,Educacion
4698,1027,suscripcion spotify,123.5,Alimentacion
4699,2990,cuota prestamo banco,692.74,Deudas
4700,1021,supermercado carrefour,313.06,Alimentacion
4701,2225,dentista limpieza,111.5,Salud
4702,1281,pago de inversion en acciones,1177.2,Ahorros
4703,2921,pago de intereses,328.02,Deudas
4704,2525,reparacion de cerradura,1188.85,Vivienda
4705,2446,fondo comun de inversion,886.94,Ahorros
4706,1520,abono internet fibertel,138.04,Servicios
4707,220,combustible shell,16.91,Transporte
4708,2005,carniceria central,107.6,Deudas
4709,173,compra verduleria de la esquina,342.6,Alimentacion
4710,2784,estudios clinicos,345.17,Salud
4711,1414,combustible shell,55.57,Transporte
4712,502,movimiento: reparacion de cerradura,388.35,Vivienda
4713,1813,pago de pago saldo refinanciado,573.58,Deudas
4714,2809,taller de ingles,718.26,Educacion
4715,2179,pago de curso de programacion,281.79,Educacion
4716,798,compra cafeteria,102.53,Salud
4717,2847,compra libros de texto,686.28,Educacion
4718,930,utiles escolares,652.53,Alimentacion
4719,723,tarjeta factura gas metrogas,32.09,Servicios
4720,2263,pago de juegos de consola,98.92,Transporte
4721,1334,peaje autopista,58.64,Transporte
4722,1275,movimiento: verduleriq y fruteria,276.94,Alimentacion
4723,488,comprq panaderia,230.76,Alimentacion
4724,1958,expensas del edificio,430.47,Vivienda
4725,1218,carga sube,78.63,Transporte
4726,1465,compra cafeteria,149.44,Ocio
4727,313,fondo comun de inversion,1192.84,Ahorros
4728,79,pago de intereses,588.63,Deudas
4729,2228,expensqs del edificio,1110.69,Vivienda
4730,675,compra viaje uber,70.64,Transporte
4731,1738,verduleria y fruteria,278.1,Alimentacion
4732,14,pago de servicio de agua aysa,96.95,Servicios
4733,2907,consulta medica de control,388.21,Vivienda
4734,2294,cena restaurante,129.87,Ocio
4735,2046,cuota universidad,263.72,Educacion
4736,1038,matricula del colegio,489.54,Servicios
4737,2147,viaje uber,69.66,Educacion
4738,33,transferencia ahorro mensual,1020.61,Ahorros
4739,1460,pago alquiler mensual,1100.53,Vivienda
4740,257,movimiento: compras fiambreria,318.4,Alimentacion
4741,34,colectivo linea 60,62.36,Transporte
4742,2067,compra dolares banco,1019.79,Ahorros
4743,1284,factura luz edesur,122.69,Servicios
4744,2637,carga sube,70.08,Transporte
4745,1850,compra abono internet fibertel,167.97,Servicios
4746,2185,reparacion de cerradura,916.88,Vivienda
4747,359,movimiento: colectivo linea 60,54.05,Transporte
4748,754,pago alquiler mensual,626.15,Vivienda
4749,1603,cuota universidad,573.99,Educacion
4750,404,servicio de plomeria,863.02,Vivienda
4751,1226,cuota prepaga osde,401.13,Salud
4752,1400,cena restaurante,105.93,Ocio
4753,2298,pago de compras fiambreria,189.83,Alimentacion
4754,2494,cuota prestamo banco,239.94,Deudas
4755,278,taller de ingles,185.93,Educacion
4756,112,pago tarjeta de credito,851.28,Educacion
4757,1987,expensas comunes,1057.38,Vivienda
4758,2794,pago alquiler mensual,574.04,Vivienda
4759,2736,cuota universidad,760.06,Educacion
4760,392,taller de ingles,181.62,Educacion
4761,969,cerveceria artesanal,38.65,Ocio
4762,2191,matricula del colegio,347.08,Educacion
4763,1056,fac cuota jardin de infantes,535.88,Educacion
4764,2229,movimiento: pago de intereses,683.87,Deudas
4765,2627,suscripcion spotify,147.93,Ocio
4766,2846,peaje autopista,76.84,Transporte
4767,269,expensas comunes,851.71,Vivienda
4768,2601,expensas del edificio,827.53,Vivienda
4769,2681,fac utiles escolares,443.43,Educacion
4770,2030,juegos de consola,53.2,Salud
4771,275,taller de ingles,777.87,Educacion
4772,743,entrqdas recital,90.43,Ocio
4773,86,movimiento: cuota prestamo auto,834.43,Deudas
4774,404,pago alquiler mensual,787.91,Vivienda
4775,2240,medicamentos recetados,313.7,Salud
4776,2046,plazo fijo,181.06,Ahorros
4777,1055,medicamentos recetados,375.82,Salud
4778,2155,pago de intereses,827.89,Deudas
4779,1895,tarjeta cuota jardin de infantes,467.53,Educacion
4780,2670,inversion en acciones,1026.0,Ahorros
4781,276,pago de optica lentes,54.73,Salud
4782,651,cuota prestamo banco,613.6,Deudas
4783,1622,servicio de agua aysa,64.38,Servicios
4784,2604,servicio de agua aysa,30.11,Servicios
4785,1106,transferencia ahorro mensual,1263.8,Ahorros
4786,1914,pago de intereses,789.77,Ocio
4787,2615,consulta medica de control,58.8,Salud
4788,586,compra cafeteria,82.84,Alimentacion
4789,2933,cerveceria artesanal,78.95,Ocio
4790,129,tarjeta cuota universidad,633.15,Educacion
4791,256,compra farmacia,427.98,Salud
4792,2982,pqgo de fondo comun de inversion,909.69,Servicios
4793,231,factura gas metrogas,32.05,Servicios
4794,1161,reparacion de cerradura,439.04,Vivienda
4795,2911,suscripcion netflix,50.03,Ocio
4796,2403,compra libros de texto,144.8,Educacion
4797,1648,verduleriq y fruteria,362.13,Alimentacion
4798,2194,movimiento: carga sube,14.6,Transporte
4799,2048,supermercado carrefour,303.38,Alimentacion
4800,260,transferencia ahorro mensual,479.02,Ahorros
4801,2135,trqnsferencia ahorro mensual,331.71,Ahorros
4802,843,utiles escolares,113.57,Educacion
4803,1972,cuota prestamo auto,562.68,Deudas
4804,265,repqracion electrica,867.88,Vivienda
4805,392,almacen san martin,106.08,Alimentacion
4806,2280,pago de servicio de plomeria,890.35,Alimentacion
4807,901,fqc factura luz edesur,51.38,Servicios
4808,588,taxis de la ciudad,31.65,Transporte
4809,2495,fac taxis de la ciudad,54.12,Transporte
4810,1153,suscripcion netflix,36.54,Ocio
4811,1295,fondo comun de inversion,212.08,Ahorros
4812,466,consultq medica de control,131.72,Salud
4813,2982,impuestos municipqles,60.8,Servicios
4814,1194,transferencia ahorro mensual,707.96,Ahorros
4815,2176,fondo comun de inversion,1318.09,Ahorros
4816,1973,fac expensas comunes,1027.23,Vivienda
4817,1050,carga sube,15.96,Transporte
4818,2621,cqrniceria central,223.49,Alimentacion
4819,2559,suscripcion netflix,97.49,Ocio
4820,488,cuota jardin de infantes,795.79,Educacion
4821,2939,suscripcion spotify,43.41,Ocio
4822,2627,compra servicio de agua aysa,172.14,Servicios
4823,950,transferencia ahorro mensual,834.14,Ahorros
4824,406,entradas recital,137.76,Ocio
4825,1050,compra cafeteria,126.07,Ocio
4826,1107,dentista limpieza,50.65,Salud
4827,364,pago saldo refinanciado,455.91,Deudas
4828,1391,transferencia ahorro mensual,321.03,Ahorros
4829,1084,comprq panaderia,187.82,Alimentacion
4830,551,tqrjeta suscripcion netflix,90.14,Ocio
4831,1659,pago de factura luz edesur,70.35,Servicios
4832,292,tarjeta cuota prestamo banco,845.82,Deudas
4833,2837,cuota prestamo banco,640.64,Deudas
4834,1961,servicio de agua aysa,48.86,Transporte
4835,2864,pago de intereses,544.37,Deudas
4836,1818,plazo fijo,1444.18,Ahorros
4837,191,servicio de agua aysa,30.49,Servicios
4838,461,consulta medica de control,360.26,Salud
4839,2712,transferencia ahorro mensual,1064.57,Ahorros
4840,1920,supermercado carrefour,357.19,Alimentacion
4841,2281,movimiento: cuota prestamo auto,228.22,Deudas
4842,2522,fac suscripcion spotify,113.14,Ocio
4843,2706,compra farmacia,122.92,Salud
4844,271,fondo comun de inversion,1228.93,Ahorros
4845,1158,suscripcion spotify,56.64,Ocio
4846,171,abono telefonia movil,106.14,Servicios
4847,1439,colectivo linea 60,49.21,Transporte
4848,28,supermercado coto,64.2,Alimentacion
4849,136,fac compras fiambreria,97.82,Alimentacion
4850,2973,dentista limpieza,146.7,Vivienda
4851,2453,estudios clinicos,390.93,Salud
4852,888,cuotq prestamo auto,434.91,Deudas
4853,1529,servicio de agua aysa,146.73,Servicios
4854,1265,pago de intereses,383.75,Deudas
4855,856,compra supermercado dia,143.55,Alimentacion
4856,2492,servicio de plomeria,826.89,Vivienda
4857,2482,cuota prestamo auto,993.49,Deudas
4858,1252,combustible ypf,67.54,Transporte
4859,509,fac impuestos municipales,199.06,Servicios
4860,1327,cuota prestamo banco,683.67,Deudas
4861,2082,compra dolares banco,1204.25,Ahorros
4862,1026,factura luz edesur,70.19,Servicios
4863,362,comprq dolares banco,618.94,Ahorros
4864,1219,colectivo linea 60,79.99,Transporte
4865,606,movimiento: supermercado coto,62.93,Alimentacion
4866,1864,pago de supermercado carrefour,170.03,Alimentacion
4867,1332,expensas del edificio,655.07,Vivienda
4868,1671,almacen san martin,219.24,Salud
4869,716,pago de factura gas metrogas,83.4,Servicios
4870,2298,cuotq prestamo banco,243.48,Deudas
4871,2195,movimiento: medicamentos recetados,333.77,Salud
4872,348,compra panaderia,295.62,Alimentacion
4873,1278,dentista limpieza,130.29,Transporte
4874,399,combustible ypf,47.63,Transporte
4875,1358,comprq cafeteria,88.39,Ocio
4876,1200,factura gas metrogas,94.76,Servicios
4877,2173,pago de transferencia ahorro mensual,1315.5,Ahorros
4878,2811,cuota jardin de infantes,638.3,Educacion
4879,2446,pago alquiler mensual,336.43,Vivienda
4880,2179,compra panaderia,104.65,Alimentacion
4881,1586,cerveceria artesanal,74.2,Ocio
4882,2653,pago de intereses,971.37,Servicios
4883,2940,compra ferreteria,1005.74,Vivienda
4884,822,supermercado coto,269.7,Alimentacion
4885,902,cuota jardin de infantes,612.45,Educacion
4886,945,compra libros de texto,780.66,Educacion
4887,2780,carga sube,11.72,Transporte
4888,1870,cena restaurante,90.51,Ocio
4889,334,transferencia ahorro mensual,260.56,Ahorros
4890,1044,suscripcion spotify,137.06,Ocio
4891,2253,movimiento: pqgo saldo refinanciado,568.58,Deudas
4892,355,dentista limpieza,94.87,Salud
4893,1197,viaje cabify,10.63,Transporte
4894,1213,pago alquiler mensual,548.35,Vivienda
4895,824,transferencia ahorro mensual,391.98,Ahorros
4896,1026,pago de plazo fijo,175.43,Ahorros
4897,1897,medicqmentos recetados,65.75,Salud
4898,2989,pago de compra panaderia,315.18,Alimentacion
4899,168,compras fiambreria,222.25,Alimentacion
4900,2416,compra ferreteria,824.46,Vivienda
4901,536,pago alquiler mensual,341.48,Vivienda
4902,1949,compra cafeteria,125.7,Ocio
4903,2628,tarjeta curso de programacion,561.34,Educacion
4904,1620,entrqdas recital,38.15,Ocio
4905,950,movimiento: servicio de agua aysa,196.74,Educacion
4906,207,abono internet fibertel,95.24,Servicios
4907,544,fondo comun de inversion,889.32,Ahorros
4908,129,suscripcion netflix,68.98,Ocio
4909,1471,cuota prestamo banco,436.81,Deudas
4910,2662,viaje uber,41.31,Transporte
4911,2083,pago saldo refinanciado,721.38,Deudas
4912,2867,trqnsferencia ahorro mensual,878.76,Ahorros
4913,2247,pqgo alquiler mensual,1155.07,Vivienda
4914,1837,cuota jardin de infantes,279.86,Educacion
4915,77,fac cuota universidad,426.89,Educacion
4916,369,viaje uber,52.18,Transporte
4917,2881,cuota jardin de infantes,418.3,Educacion
4918,526,transferencia ahorro mensual,1132.61,Ahorros
4919,349,expensas comunes,755.23,Vivienda
4920,506,compra farmacia,336.38,Educacion
4921,643,pago de factura gas metrogas,103.81,Servicios
4922,238,pago tarjeta de credito,987.26,Deudas
4923,1304,sqlida al cine,113.25,Ocio
4924,1601,entradas recital,113.83,Educacion
4925,1456,tqller de ingles,149.98,Educacion
4926,2186,salida al cine,122.12,Ocio
4927,2660,inversion en acciones,1296.73,Ahorros
4928,1674,colectivo linea 60,69.78,Transporte
4929,2728,fac analisis de sangre,460.26,Salud
4930,1847,fac verduleria de la esquina,234.55,Alimentacion
4931,1855,pago alquiler mensual,890.51,Vivienda
4932,2887,pago de colectivo linea 60,31.76,Transporte
4933,2986,cena restaurante,110.75,Ocio
4934,355,comprq supermercado dia,224.95,Alimentacion
4935,2626,compra pago tarjeta de credito,985.38,Deudas
4936,2895,cena restaurante,127.48,Ocio
4937,559,transferencia ahorro mensual,331.94,Ahorros
4938,2897,fac compra cafeteria,65.12,Ocio
4939,1918,tarjeta factura gas metrogas,104.95,Servicios
4940,1255,curso de progrqmacion,462.19,Educacion
4941,1682,pago tarjeta de credito,239.82,Deudas
4942,1170,cuota prestamo auto,410.45,Deudas
4943,1176,plqzo fijo,761.01,Ahorros
4944,1815,cerveceria artesanal,57.93,Ocio
4945,2188,movimiento: supermercado coto,102.51,Alimentacion
4946,663,transferencia ahorro mensual,349.2,Servicios
4947,21,compra farmacia,274.34,Salud
4948,2112,comprq dolares banco,389.61,Ahorros
4949,1242,factura luz edesur,160.77,Servicios
4950,162,consulta medica de control,297.8,Salud
4951,130,tarjeta compra dolares banco,258.84,Ahorros
4952,2629,abono internet fibertel,169.48,Servicios
4953,1951,impuestos municipales,151.43,Servicios
4954,225,tarjeta factura gas metrogas,91.39,Vivienda
4955,1782,colectivo linea 60,51.47,Transporte
4956,580,reparacion de cerradura,1189.21,Vivienda
4957,1478,pago saldo refinanciado,957.09,Alimentacion
4958,107,taxis de la ciudad,30.65,Transporte
4959,2669,pago alquiler mensual,584.76,Vivienda
4960,840,pago de intereses,856.99,Deudas
4961,1165,estudios clinicos,301.2,Salud
4962,2625,pago de suscripcion spotify,35.47,Ocio
4963,1158,viaje uber,54.97,Transporte
4964,2247,pago saldo refinanciado,513.84,Deudas
4965,2558,pago saldo refinanciado,715.38,Deudas
4966,667,almacen san martin,96.15,Alimentacion
4967,2127,wstudios clinicos,273.32,Salud
4968,1972,taxis de la ciudad,57.22,Transporte
4969,2942,movimiento: servicio de agua aysa,118.37,Servicios
4970,512,fac impuestos municipales,157.55,Servicios
